,Nombre,Plataforma,Año,Genero,Editorial,Ventas NA,Ventas EU,Ventas JP,Ventas Otros,Ventas Global
2286,Fossil Fighters,DS,2008,Role-Playing,Nintendo,0.84,0.0,0.0,0.06,0.9
2287,Resistance: Retribution,PSP,2009,Shooter,Sony Computer Entertainment,0.27,0.36,0.05,0.22,0.9
2288,The Biggest Loser: Ultimate Workout,X360,2010,Sports,THQ,0.73,0.1,0.0,0.06,0.9
2289,SOCOM 4: U.S. Navy SEALs,PS3,2011,Shooter,Sony Computer Entertainment,0.66,0.12,0.04,0.08,0.9
2290,Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,0.52,0.26,0.0,0.12,0.9
2291,LittleBigPlanet Karting,PS3,2012,Action,Sony Computer Entertainment,0.42,0.32,0.01,0.15,0.9
2292,Crysis 3,PS3,2013,Shooter,Electronic Arts,0.26,0.43,0.03,0.18,0.9
2293,The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.48,0.0,0.09,0.9
2294,Seiken Densetsu 3,SNES,1995,Role-Playing,SquareSoft,0.0,0.0,0.89,0.0,0.89
2295,Ace Combat 2,PS,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89
2296,MLB 2001,PS,2000,Sports,Sony Computer Entertainment,0.49,0.34,0.0,0.06,0.89
2297,Castlevania: Circle of the Moon,GBA,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89
2298,Pokemon Card GB2: Here Comes Team GR!,GB,2001,Strategy,Nintendo,0.0,0.0,0.89,0.0,0.89
2299,NFL 2K2,PS2,2001,Sports,Sega,0.44,0.34,0.0,0.11,0.89
2300,Finding Nemo,GC,2003,Action,THQ,0.69,0.18,0.0,0.02,0.89
2301,Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89
2302,Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89
2303,Madagascar,GBA,2005,Platform,Activision,0.62,0.24,0.0,0.03,0.89
2304,Blitz: The League,PS2,2005,Sports,Unknown,0.74,0.03,0.0,0.12,0.89
2305,Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,0.74,0.03,0.0,0.12,0.89
2306,Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,0.44,0.28,0.0,0.18,0.89
2307,Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,0.81,0.0,0.01,0.07,0.89
2308,SingStar Anthems,PS2,2006,Misc,Sony Computer Entertainment,0.0,0.68,0.0,0.2,0.89
2309,Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.82,0.01,0.0,0.07,0.89
2310,Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,0.51,0.29,0.01,0.09,0.89
2311,CSI: Hard Evidence,Wii,2008,Adventure,Ubisoft,0.36,0.43,0.0,0.1,0.89
2312,Call of Juarez: Bound in Blood,PS3,2009,Shooter,Ubisoft,0.35,0.38,0.01,0.16,0.89
2313,F1 2009,Wii,2009,Racing,Codemasters,0.15,0.63,0.0,0.11,0.89
2314,Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,0.01,0.79,0.0,0.09,0.89
2315,F1 2010,X360,2010,Racing,Codemasters,0.18,0.59,0.01,0.1,0.89
2316,Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,Square Enix,0.21,0.13,0.46,0.08,0.89
2317,Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,0.6,0.21,0.0,0.08,0.89
2318,The Jak and Daxter Collection,PS3,2012,Platform,Sony Computer Entertainment,0.6,0.19,0.0,0.1,0.89
2319,Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,Electronic Arts,0.55,0.25,0.01,0.07,0.89
2320,LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.89
2321,Wii Fit U,WiiU,2013,Sports,Nintendo,0.39,0.24,0.21,0.06,0.89
2322,LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.01,0.14,0.89
2323,EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.28,0.47,0.0,0.14,0.89
2324,Mega Man 8 Anniversary Collector's Edition,PS,1996,Platform,Capcom,0.44,0.3,0.09,0.06,0.88
2325,Star Wars: Rebel Assault II - The Hidden Empire,PS,1996,Shooter,CTO SpA,0.49,0.33,0.0,0.06,0.88
2326,Metal Gear Ac!d,PSP,2004,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,0.17,0.88
2327,ESPN NHL 2K5,PS2,2004,Sports,Global Star,0.43,0.33,0.0,0.11,0.88
2328,NBA 2K6,PS2,2005,Action,Take-Two Interactive,0.43,0.34,0.0,0.11,0.88
2329,Buzz! The Mega Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.32,0.06,0.0,0.5,0.88
2330,Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,0.01,0.79,0.0,0.08,0.88
2331,Peppa Pig: The Game,DS,2008,Misc,Pinnacle,0.0,0.82,0.0,0.06,0.88
2332,Cooking Mama: World Kitchen,Wii,2008,Simulation,505 Games,0.51,0.28,0.01,0.08,0.88
2333,GRID,X360,2008,Racing,Codemasters,0.33,0.44,0.01,0.09,0.88
2334,Ghostbusters: The Video Game,Wii,2009,Action,Atari,0.6,0.21,0.0,0.08,0.88
2335,Endless Ocean: Blue World,Wii,2009,Simulation,Nintendo,0.47,0.22,0.12,0.07,0.88
2336,Phantasy Star Portable 2,PSP,2009,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.88
2337,WWE SmackDown vs. Raw 2011,X360,2010,Fighting,THQ,0.44,0.36,0.0,0.08,0.88
2338,Rock Band 3,X360,2010,Misc,MTV Games,0.73,0.1,0.0,0.06,0.88
2339,Michael Jackson: The Experience,X360,2011,Misc,Ubisoft,0.62,0.2,0.0,0.07,0.88
2340,Sleeping Dogs,X360,2012,Action,Square Enix,0.38,0.41,0.01,0.08,0.88
2341,Resident Evil: Revelations,3DS,2012,Action,Capcom,0.3,0.22,0.3,0.05,0.88
2342,Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,0.28,0.33,0.13,0.14,0.88
2343,Just Cause 3,XOne,2015,Action,Square Enix,0.42,0.38,0.0,0.07,0.88
2344,Enduro,2600,1982,Misc,Quelle,0.81,0.05,0.0,0.01,0.87
2345,Derby Stallion II,SNES,1994,Sports,ASCII Entertainment,0.0,0.0,0.87,0.0,0.87
2346,Gex,PS,1995,Platform,Crystal Dynamics,0.49,0.33,0.0,0.06,0.87
2347,NFL GameDay '97,PS,1996,Sports,Sony Computer Entertainment,0.48,0.33,0.0,0.06,0.87
2348,Need for Speed: V-Rally,PS,1997,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87
2349,NHL 2000,PS,1998,Sports,Electronic Arts,0.48,0.33,0.0,0.06,0.87
2350,Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87
2351,Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,0.49,0.33,0.0,0.06,0.87
2352,Conflict: Desert Storm,XB,2002,Shooter,SCi,0.48,0.37,0.0,0.02,0.87
2353,Triple Play 2002,PS2,2002,Sports,Electronic Arts,0.43,0.33,0.0,0.11,0.87
2354,Crimson Skies: High Road to Revenge,XB,2003,Simulation,Microsoft Game Studios,0.65,0.19,0.0,0.03,0.87
2355,Tom Clancy's Ghost Recon: Island Thunder,XB,2003,Shooter,Ubisoft,0.61,0.24,0.0,0.03,0.87
2356,Fight Night Round 2,PS2,2005,Fighting,Electronic Arts,0.72,0.03,0.0,0.12,0.87
2357,Tony Hawk's Project 8,PS2,2006,Sports,Activision,0.72,0.03,0.0,0.12,0.87
2358,Lemmings,PSP,2006,Puzzle,Sony Computer Entertainment,0.12,0.52,0.0,0.23,0.87
2359,DiRT,X360,2007,Racing,Codemasters,0.38,0.4,0.0,0.09,0.87
2360,Warriors Orochi,PS2,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87
2361,SingStar '90s,PS2,2007,Misc,Sony Computer Entertainment,0.1,0.59,0.0,0.18,0.87
2362,Mercenaries 2: World in Flames,PS3,2008,Shooter,Electronic Arts,0.29,0.4,0.02,0.16,0.87
2363,Kingdom Hearts Re: Chain of Memories,PS2,2008,Role-Playing,Square Enix,0.73,0.03,0.0,0.12,0.87
2364,Beijing 2008,PS3,2008,Sports,Sega,0.14,0.54,0.01,0.18,0.87
2365,Buzz! Master Quiz,PSP,2008,Misc,Sony Computer Entertainment,0.2,0.44,0.0,0.23,0.87
2366,Brothers in Arms: Hell's Highway,X360,2008,Shooter,Ubisoft,0.47,0.31,0.0,0.09,0.87
2367,Red Faction: Guerrilla,X360,2009,Shooter,THQ,0.48,0.29,0.01,0.09,0.87
2368,The House of the Dead: Overkill,Wii,2009,Shooter,Sega,0.46,0.31,0.02,0.09,0.87
2369,Wizards of Waverly Place,DS,2009,Misc,Disney Interactive Studios,0.59,0.2,0.0,0.08,0.87
2370,Scooby-Doo! First Frights,DS,2009,Action,Warner Bros. Interactive Entertainment,0.63,0.17,0.0,0.07,0.87
2371,Gold's Gym: Dance Workout,Wii,2010,Sports,Ubisoft,0.71,0.11,0.0,0.06,0.87
2372,Pictionary,Wii,2010,Puzzle,THQ,0.61,0.19,0.0,0.07,0.87
2373,Guitar Hero: Warriors of Rock,X360,2010,Misc,Activision,0.47,0.32,0.0,0.08,0.87
2374,NCAA Football 13,PS3,2012,Action,Electronic Arts,0.82,0.0,0.0,0.06,0.87
2375,Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,Electronic Arts,0.37,0.3,0.09,0.11,0.87
2376,Tales of Xillia 2,PS3,2012,Role-Playing,Namco Bandai Games,0.2,0.15,0.45,0.07,0.87
2377,NBA 2K14,XOne,2013,Sports,Take-Two Interactive,0.7,0.11,0.0,0.06,0.87
2378,Injustice: Gods Among Us,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,0.46,0.29,0.0,0.12,0.87
2379,Madden Football 64,N64,1997,Sports,Electronic Arts,0.81,0.04,0.0,0.01,0.86
2380,MLB 99,PS,1998,Sports,Sony Computer Entertainment,0.48,0.32,0.0,0.06,0.86
2381,Ford Racing,PS,2001,Racing,Empire Interactive,0.48,0.33,0.0,0.06,0.86
2382,Rocky,PS2,2002,Fighting,Rage Software,0.42,0.33,0.0,0.11,0.86
2383,Dynasty Warriors 4: Xtreme Legends,PS2,2003,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86
2384,Winning Eleven: Pro Evolution Soccer 2007,PSP,2006,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86
2385,Tomb Raider: Anniversary,Wii,2007,Action,Eidos Interactive,0.12,0.63,0.0,0.11,0.86
2386,The World Ends With You,DS,2007,Role-Playing,Square Enix,0.54,0.06,0.21,0.05,0.86
2387,Dragon Ball Z: Burst Limit,PS3,2008,Fighting,Atari,0.22,0.34,0.18,0.12,0.86
2388,The Legendary Starfy,DS,2008,Platform,Nintendo,0.61,0.0,0.2,0.05,0.86
2389,Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,0.34,0.37,0.0,0.15,0.86
2390,Ninja Gaiden Sigma 2,PS3,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.86
2391,2010 FIFA World Cup South Africa,X360,2010,Sports,Electronic Arts,0.32,0.43,0.02,0.09,0.86
2392,Darksiders II,PS3,2012,Action,THQ,0.35,0.37,0.01,0.14,0.86
2393,Monster Strike 3DS,3DS,2015,Action,"mixi, Inc",0.0,0.0,0.86,0.0,0.86
2394,Dragon Quest VIII: Journey of the Cursed King,3DS,2015,Role-Playing,Square Enix,0.0,0.0,0.86,0.0,0.86
2395,Castlevania III: Dracula's Curse,NES,1989,Platform,Konami Digital Entertainment,0.4,0.07,0.37,0.01,0.85
2396,NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,0.47,0.32,0.0,0.06,0.85
2397,Street Fighter Alpha 2,PS,1996,Fighting,Virgin Interactive,0.14,0.09,0.57,0.06,0.85
2398,Rampage World Tour,PS,1997,Action,GT Interactive,0.47,0.32,0.0,0.06,0.85
2399,Army Men: Air Attack,PS,1999,Action,3DO,0.47,0.32,0.0,0.06,0.85
2400,Street Fighter EX3,PS2,2000,Fighting,Virgin Interactive,0.32,0.25,0.2,0.08,0.85
2401,Burnout 2: Point of Impact,PS2,2002,Racing,Acclaim Entertainment,0.42,0.32,0.0,0.11,0.85
2402,Tiger Woods PGA Tour 2005,XB,2004,Sports,Electronic Arts,0.64,0.18,0.0,0.03,0.85
2403,Burnout Legends,PSP,2005,Racing,Electronic Arts,0.7,0.06,0.0,0.09,0.85
2404,FIFA Soccer 08,DS,2007,Sports,Electronic Arts,0.1,0.65,0.0,0.11,0.85
2405,NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.79,0.0,0.0,0.07,0.85
2406,Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,Ubisoft,0.74,0.04,0.0,0.06,0.85
2407,Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,0.28,0.47,0.0,0.1,0.85
2408,Ratatouille,PS2,2007,Action,THQ,0.31,0.0,0.0,0.53,0.85
2409,Madden NFL 09 All-Play,Wii,2008,Sports,Electronic Arts,0.78,0.01,0.0,0.07,0.85
2410,Skate 2,PS3,2009,Sports,Electronic Arts,0.46,0.26,0.01,0.12,0.85
2411,Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,0.46,0.31,0.0,0.08,0.85
2412,Army of Two: The 40th Day,PS3,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85
2413,Karaoke Revolution Glee,Wii,2010,Misc,Konami Digital Entertainment,0.52,0.25,0.0,0.07,0.85
2414,Sniper Elite V2,X360,2012,Shooter,505 Games,0.46,0.29,0.02,0.07,0.85
2415,Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,0.35,0.43,0.0,0.07,0.85
2416,WWE 2K15,PS3,2014,Sports,Take-Two Interactive,0.36,0.35,0.0,0.14,0.85
2417,Far Cry: Primal,XOne,2016,Action,Ubisoft,0.46,0.32,0.0,0.07,0.85
2418,Overwatch,XOne,2016,Shooter,Activision,0.52,0.25,0.0,0.08,0.85
2419,Kirby: Planet Robobot,3DS,2016,Action,Nintendo,0.26,0.1,0.44,0.04,0.85
2420,Final Fantasy,NES,1987,Role-Playing,SquareSoft,0.32,0.0,0.52,0.0,0.84
2421,Q*bert,PS,1999,Puzzle,Atari,0.46,0.32,0.0,0.05,0.84
2422,Rocket Power: Team Rocket Rescue,PS,2001,Sports,THQ,0.47,0.32,0.0,0.05,0.84
2423,Big Mutha Truckers,PS2,2002,Racing,Empire Interactive,0.41,0.32,0.0,0.11,0.84
2424,ATV Quad Power Racing 2,PS2,2003,Racing,Acclaim Entertainment,0.41,0.32,0.0,0.11,0.84
2425,Spider-Man 2,GC,2004,Action,Activision,0.65,0.17,0.0,0.02,0.84
2426,The Incredibles,GC,2004,Action,THQ,0.65,0.17,0.0,0.02,0.84
2427,ESPN College Hoops 2K5,PS2,2004,Sports,Sega,0.41,0.32,0.0,0.11,0.84
2428,Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,0.6,0.22,0.0,0.01,0.84
2429,Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,0.24,0.16,0.39,0.05,0.84
2430,Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,0.69,0.03,0.06,0.06,0.84
2431,Time Crisis 4,PS3,2007,Shooter,Namco Bandai Games,0.32,0.33,0.05,0.14,0.84
2432,Ben 10: Protector of Earth,PS2,2007,Action,D3Publisher,0.09,0.0,0.0,0.74,0.84
2433,Petz Dogz Fashion,DS,2008,Simulation,Ubisoft,0.46,0.3,0.0,0.09,0.84
2434,NBA 2K10,PS3,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84
2435,Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,0.56,0.11,0.13,0.05,0.84
2436,Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,0.37,0.34,0.0,0.13,0.84
2437,NCAA Football 11,PS3,2010,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.84
2438,Dragon Age II,PS3,2011,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.84
2439,Duke Nukem Forever,X360,2011,Shooter,Take-Two Interactive,0.52,0.25,0.0,0.07,0.84
2440,Devil May Cry HD Collection,PS3,2012,Action,Capcom,0.42,0.21,0.11,0.1,0.84
2441,Street Fighter X Tekken,PS3,2012,Fighting,Capcom,0.42,0.22,0.1,0.1,0.84
2442,Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.37,0.38,0.01,0.08,0.84
2443,Thief (2014),PS4,2014,Action,Square Enix,0.28,0.37,0.03,0.16,0.84
2444,FIFA 15,PSV,2014,Sports,Electronic Arts,0.13,0.48,0.04,0.19,0.84
2445,Xenoblade Chronicles X,WiiU,2015,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84
2446,Borderlands: The Handsome Collection,PS4,2015,Shooter,Take-Two Interactive,0.36,0.32,0.03,0.14,0.84
2447,MLB 16: The Show,PS4,2016,Action,Sony Computer Entertainment,0.68,0.0,0.0,0.16,0.84
2448,Casper,PS,1996,Adventure,Interplay,0.46,0.31,0.0,0.05,0.83
2449,Mega Man Legends,PS,1997,Adventure,Capcom,0.39,0.26,0.12,0.05,0.83
2450,The Game of Life,PS,1998,Misc,Unknown,0.46,0.31,0.0,0.05,0.83
2451,MediEvil,PS,1998,Platform,Sony Computer Entertainment,0.46,0.31,0.0,0.05,0.83
2452,Ace Combat 3: Electrosphere,PS,1999,Simulation,Sony Computer Entertainment,0.22,0.15,0.4,0.05,0.83
2453,Dynasty Warriors 2,PS2,2000,Action,THQ,0.24,0.19,0.34,0.06,0.83
2454,FIFA Soccer World Championship,PS2,2000,Sports,Electronic Arts,0.27,0.21,0.28,0.07,0.83
2455,Yu-Gi-Oh! Dark Duel Stories,GB,2000,Misc,Konami Digital Entertainment,0.0,0.0,0.83,0.0,0.83
2456,Brute Force,XB,2003,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83
2457,Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,0.6,0.22,0.0,0.01,0.83
2458,Sly 3: Honor Among Thieves,PS2,2005,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83
2459,I Spy: Fun House,DS,2007,Puzzle,Scholastic Inc.,0.77,0.0,0.0,0.06,0.83
2460,WWE SmackDown vs. Raw 2009,Wii,2008,Fighting,THQ,0.44,0.31,0.0,0.08,0.83
2461,Battle of Giants: Dinosaurs,DS,2008,Strategy,Ubisoft,0.38,0.37,0.0,0.09,0.83
2462,The Price is Right,Wii,2008,Misc,Ubisoft,0.77,0.0,0.0,0.06,0.83
2463,Sid Meier's Civilization Revolution,X360,2008,Strategy,Take-Two Interactive,0.58,0.17,0.0,0.07,0.83
2464,Dragon Ball: Raging Blast 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.2,0.11,0.09,0.83
2465,NCAA Football 12,PS3,2011,Sports,Electronic Arts,0.78,0.0,0.0,0.05,0.83
2466,Dance Central 3,X360,2012,Misc,Microsoft Game Studios,0.57,0.2,0.0,0.06,0.83
2467,The Amazing Spider-Man (Console Version),PS3,2012,Action,Activision,0.31,0.37,0.0,0.14,0.83
2468,Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,0.43,0.21,0.01,0.19,0.83
2469,Custer's Revenge,2600,1981,Action,Mystique,0.76,0.05,0.0,0.01,0.82
2470,Clu Clu Land,NES,1984,Puzzle,Nintendo,0.42,0.1,0.28,0.02,0.82
2471,Killer Instinct Gold,N64,1996,Fighting,Nintendo,0.61,0.19,0.0,0.01,0.82
2472,Tony Hawk's Pro Skater 3,GC,2001,Sports,Activision,0.64,0.17,0.0,0.02,0.82
2473,Amped: Freestyle Snowboarding,XB,2001,Sports,Microsoft Game Studios,0.69,0.11,0.0,0.02,0.82
2474,James Bond 007: Nightfire,XB,2002,Shooter,Electronic Arts,0.58,0.22,0.0,0.03,0.82
2475,Need for Speed: Hot Pursuit 2,XB,2002,Racing,Electronic Arts,0.68,0.11,0.0,0.03,0.82
2476,Rocket Power: Beach Bandits,PS2,2002,Platform,THQ,0.4,0.31,0.0,0.1,0.82
2477,Tony Hawk's Underground 2 Remix,PSP,2005,Sports,Activision,0.46,0.21,0.0,0.15,0.82
2478,MediEvil: Resurrection,PSP,2005,Adventure,Sony Computer Entertainment,0.19,0.41,0.0,0.22,0.82
2479,Marvel: Ultimate Alliance,PS2,2006,Role-Playing,Activision,0.69,0.03,0.0,0.11,0.82
2480,Stranglehold,X360,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82
2481,Imagine: Rock Star,DS,2008,Simulation,Ubisoft,0.4,0.33,0.0,0.09,0.82
2482,Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,Atlus,0.34,0.04,0.36,0.08,0.82
2483,SingStar Vol. 2,PS3,2008,Misc,Sony Computer Entertainment,0.29,0.4,0.0,0.13,0.82
2484,Deca Sports 2,Wii,2009,Sports,Hudson Soft,0.33,0.34,0.09,0.07,0.82
2485,Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,0.44,0.3,0.0,0.08,0.82
2486,DJ Hero 2,X360,2010,Misc,Activision,0.64,0.12,0.0,0.06,0.82
2487,Guitar Hero: Warriors of Rock,PS3,2010,Misc,Activision,0.33,0.35,0.0,0.14,0.82
2488,Hasbro Family Game Night 3,Wii,2010,Misc,Electronic Arts,0.47,0.28,0.0,0.07,0.82
2489,Tales of the Abyss,3DS,2011,Role-Playing,Namco Bandai Games,0.42,0.19,0.14,0.06,0.82
2490,Twisted Metal (2012),PS3,2012,Action,Sony Computer Entertainment,0.67,0.07,0.0,0.07,0.82
2491,DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.28,0.19,0.12,0.82
2492,Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.62,0.13,0.0,0.07,0.82
2493,Madden NFL 16,PS3,2015,Sports,Electronic Arts,0.56,0.11,0.0,0.15,0.82
2494,Madden NFL 17,XOne,2016,Sports,Electronic Arts,0.72,0.02,0.0,0.09,0.82
2495,Street Fighter V,PS4,2016,Fighting,Capcom,0.35,0.26,0.08,0.13,0.82
2496,Mega Man,NES,1987,Platform,Capcom,0.45,0.08,0.27,0.01,0.81
2497,Kamaitachi no Yoru,SNES,1994,Adventure,ChunSoft,0.0,0.0,0.81,0.0,0.81
2498,Super Bomberman 2,SNES,1994,Puzzle,Hudson Soft,0.0,0.0,0.81,0.0,0.81
2499,EarthBound,SNES,1994,Role-Playing,Nintendo,0.0,0.0,0.81,0.0,0.81
2500,The Next Tetris,PS,1998,Puzzle,Atari,0.45,0.31,0.0,0.05,0.81
2501,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.75,0.05,0.81
2502,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.76,0.05,0.81
2503,Valkyrie Profile,PS,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81
2504,Army Men: Sarge's Heroes,N64,1999,Action,3DO,0.68,0.12,0.0,0.01,0.81
2505,Dragon Warrior III,GB,2000,Role-Playing,Enix Corporation,0.0,0.0,0.81,0.0,0.81
2506,Ready 2 Rumble Boxing: Round 2,PS2,2000,Fighting,Midway Games,0.4,0.31,0.0,0.1,0.81
2507,Tales of Destiny II,PS,2000,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81
2508,NASCAR 2001,PS,2000,Racing,Electronic Arts,0.45,0.31,0.0,0.05,0.81
2509,The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.63,0.16,0.0,0.02,0.81
2510,Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.4,0.31,0.0,0.1,0.81
2511,The Sims 2,PS2,2005,Simulation,Electronic Arts,0.67,0.03,0.0,0.11,0.81
2512,Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006,Action,Disney Interactive Studios,0.73,0.03,0.0,0.06,0.81
2513,Patapon,PSP,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.17,0.81
2514,Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09,0.81
2515,Ben 10: Alien Force,Wii,2008,Action,Koch Media,0.52,0.21,0.0,0.07,0.81
2516,Pro Evolution Soccer 2010,X360,2009,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.81
2517,DiRT 2,X360,2009,Racing,Codemasters,0.32,0.4,0.0,0.09,0.81
2518,NCAA Football 10,PS3,2009,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.81
2519,Guitar Hero: Metallica,X360,2009,Misc,Activision,0.52,0.21,0.0,0.07,0.81
2520,EA Sports Active NFL Training Camp,Wii,2010,Sports,Electronic Arts,0.77,0.0,0.0,0.05,0.81
2521,Final Fantasy Type-0,PSP,2011,Role-Playing,Unknown,0.0,0.0,0.81,0.0,0.81
2522,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.81
2523,Lego Batman 3: Beyond Gotham,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.35,0.0,0.13,0.81
2524,Guitar Hero Live,PS4,2015,Misc,Activision,0.32,0.35,0.0,0.13,0.81
2525,Dying Light,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.43,0.3,0.01,0.07,0.81
2526,Capcom's Soccer Shootout,SNES,1993,Sports,Nintendo,0.0,0.0,0.8,0.0,0.8
2527,Moto Racer,PS,1997,Racing,Electronic Arts,0.45,0.3,0.0,0.05,0.8
2528,Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.45,0.3,0.0,0.05,0.8
2529,Who wants to be a millionaire,PS,2000,Misc,Eidos Interactive,0.45,0.3,0.0,0.05,0.8
2530,Super Robot Taisen Î±,PS,2000,Strategy,Banpresto,0.0,0.0,0.75,0.05,0.8
2531,Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0.09,0.0,0.02,0.8
2532,Tales of Destiny 2,PS2,2002,Role-Playing,Namco Bandai Games,0.0,0.0,0.8,0.0,0.8
2533,Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.62,0.16,0.0,0.02,0.8
2534,Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0.0,0.1,0.8
2535,Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0.0,0.04,0.8
2536,Yakuza,PS2,2005,Action,Sega,0.03,0.02,0.74,0.01,0.8
2537,The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.39,0.0,0.22,0.8
2538,The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0.0,0.25,0.8
2539,Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,0.73,0.01,0.0,0.06,0.8
2540,All Star Cheer Squad,Wii,2008,Sports,THQ,0.43,0.29,0.0,0.08,0.8
2541,MadWorld,Wii,2009,Action,Sega,0.46,0.25,0.02,0.07,0.8
2542,Pro Evolution Soccer 2010,PSP,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8
