offer_accepted,reward,mailer_type,income_level,#_bank_accounts_open,overdraft_protection,credit_rating,#_credit_cards_held,#_homes_owned,household_size,own_your_home,average_balance
No,Points,Postcard,Medium,1,No,Low,more than 2,1,2,Yes,6.631013146568691
No,Points,Postcard,Medium,1,No,Low,more than 2,1,5,Yes,7.177973237682275
No,Air Miles,Postcard,Low,1,No,High,2,more than 1,3,No,7.324325166822407
No,Cash Back,Letter,Medium,1,No,Low,1,1,1,No,6.961059051004448
No,Cash Back,Letter,Medium,1,No,Low,1,1,5,Yes,6.9122451842549895
No,Cash Back,Letter,Medium,1,Yes,High,more than 2,more than 1,2,Yes,6.961059051004448
No,Points,Letter,Medium,1,No,Low,more than 2,1,3,Yes,6.920918265508418
No,Points,Letter,High,1,Yes,High,2,1,3,Yes,6.9959950678315455
No,Points,Letter,Low,1,No,Low,2,1,4,No,6.573680166960646
No,Air Miles,Postcard,High,more than 1,No,Medium,more than 2,1,5,No,7.170888478512505
No,Cash Back,Letter,Medium,1,No,Medium,more than 2,more than 1,2,Yes,6.860925691625339
Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,2,Yes,7.181972100480348
No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,6.724433221854599
No,Air Miles,Postcard,High,1,No,Medium,more than 2,1,1,Yes,6.676453539966464
No,Cash Back,Postcard,Medium,more than 1,No,Low,1,more than 1,3,Yes,6.910002751522616
No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,6.620406484320476
No,Air Miles,Letter,High,1,No,Low,1,1,4,No,6.818377467830921
No,Cash Back,Letter,Medium,more than 1,Yes,Low,1,1,5,No,6.778784897685177
No,Points,Letter,Low,more than 1,No,Medium,2,1,2,No,7.317544358570356
No,Points,Postcard,High,more than 1,No,Low,2,1,3,Yes,6.616065185132817
No,Points,Letter,Medium,1,No,High,2,1,4,Yes,6.998966159035521
No,Cash Back,Letter,Medium,1,No,Low,2,1,4,Yes,6.701653193522779
No,Cash Back,Postcard,Medium,1,Yes,High,1,1,2,No,6.876264611890766
No,Air Miles,Letter,Medium,1,No,Low,2,more than 1,2,No,6.5606769965737
No,Cash Back,Letter,Medium,more than 1,No,Low,1,more than 1,2,No,6.9174580544435225
No,Cash Back,Postcard,Medium,more than 1,No,High,1,more than 1,4,No,6.911498265260971
No,Air Miles,Postcard,Medium,1,No,Low,1,1,6,Yes,7.074963197966044
No,Cash Back,Letter,Low,1,No,Low,1,1,3,No,6.874715424903937
No,Air Miles,Letter,Medium,1,No,High,more than 2,1,4,Yes,6.968379900798572
No,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,7.175298417593031
No,Cash Back,Postcard,Low,1,Yes,Low,2,1,4,No,6.787844982309579
No,Points,Letter,Medium,1,No,High,more than 2,1,2,Yes,7.230744165266063
No,Cash Back,Letter,Low,1,Yes,High,more than 2,1,6,No,6.997367437671824
No,Points,Postcard,High,1,No,Low,2,1,4,Yes,7.399550976841322
No,Air Miles,Postcard,High,more than 1,No,Low,1,more than 1,3,Yes,7.046212022129153
No,Cash Back,Postcard,Medium,1,No,High,2,1,3,No,6.803505257608338
No,Air Miles,Postcard,Low,more than 1,No,High,more than 2,1,4,No,7.176827762184747
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,No,6.8736812986483855
No,Points,Letter,Medium,more than 1,No,Low,more than 2,1,3,Yes,7.084016844396216
No,Points,Postcard,Low,1,Yes,Medium,2,1,3,No,7.080026499922591
No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,Yes,6.378001645330627
No,Cash Back,Letter,Low,1,No,Medium,2,1,4,Yes,6.6123769998958855
No,Points,Postcard,Low,more than 1,No,Low,more than 2,1,6,No,6.877038306320077
Yes,Points,Postcard,Low,1,No,Low,more than 2,more than 1,3,Yes,6.758675055967984
No,Cash Back,Postcard,High,more than 1,No,High,1,1,2,Yes,7.182921858363499
Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,5,Yes,7.027758071376834
No,Cash Back,Letter,Low,1,Yes,Low,1,1,6,No,6.88653164253051
No,Points,Letter,Medium,1,No,High,1,more than 1,4,Yes,6.97751452339699
No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,6.613048591593392
No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,7.027979776288506
No,Points,Letter,Low,1,No,Low,2,1,6,Yes,6.664409020350408
No,Cash Back,Letter,Low,more than 1,Yes,High,2,1,5,Yes,6.913985828732773
No,Cash Back,Letter,Low,more than 1,No,Medium,1,1,2,Yes,6.778784897685177
No,Points,Postcard,Medium,1,No,High,1,1,3,No,6.968850378341948
No,Points,Postcard,Medium,more than 1,No,Low,1,1,3,No,7.066893500320434
No,Points,Letter,Medium,1,No,High,2,1,4,Yes,7.09153410677407
No,Points,Postcard,High,more than 1,No,Low,2,1,3,No,6.525396159588448
No,Cash Back,Letter,Low,more than 1,No,Low,more than 2,1,2,No,6.835990712752826
No,Air Miles,Postcard,Low,1,No,High,1,1,4,No,6.721726860256856
No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,6.928292930199685
No,Cash Back,Postcard,High,1,Yes,Medium,2,1,3,Yes,6.867453982208612
No,Points,Postcard,High,1,No,High,2,more than 1,5,No,6.703188113240863
No,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,6.98679748632209
Yes,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,7.291315551702252
No,Cash Back,Letter,Medium,1,No,High,2,1,5,No,6.952489610322308
No,Points,Letter,Low,1,No,High,2,1,3,Yes,7.105786129481271
No,Air Miles,Postcard,High,1,Yes,Low,2,more than 1,1,No,6.869534066161939
No,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,7.044251023570674
No,Cash Back,Letter,High,more than 1,No,High,2,1,5,No,7.136880901973894
Yes,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,7.027536317301194
No,Points,Postcard,Medium,1,No,Low,more than 2,1,2,No,6.997138840116823
No,Cash Back,Postcard,Medium,more than 1,Yes,Low,more than 2,1,4,Yes,6.9909468698689015
No,Air Miles,Postcard,High,1,No,Low,more than 2,1,5,Yes,7.200611442707647
No,Cash Back,Postcard,Low,1,No,Low,more than 2,1,2,No,6.9241206330684015
No,Cash Back,Letter,Low,1,No,Medium,2,1,4,Yes,6.79794041297493
No,Points,Postcard,Low,1,No,Medium,2,1,4,Yes,6.830063971266266
No,Points,Letter,High,1,No,Medium,more than 2,1,3,Yes,7.049471831600617
No,Cash Back,Postcard,High,1,No,Medium,1,more than 1,3,No,7.23164873339649
No,Cash Back,Letter,High,1,No,Low,2,1,3,No,7.13289683295902
No,Air Miles,Letter,High,1,No,Medium,more than 2,1,3,No,7.064117796605996
No,Air Miles,Letter,High,more than 1,No,Medium,2,1,3,No,6.909254155105873
No,Cash Back,Letter,Medium,more than 1,No,Low,1,1,4,No,6.751393823857714
No,Air Miles,Postcard,High,1,No,High,2,more than 1,3,Yes,6.874715424903937
No,Cash Back,Postcard,Medium,1,No,High,2,1,3,Yes,6.5799454154395765
No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,7.097755611703093
No,Cash Back,Postcard,Medium,1,No,High,1,1,2,No,6.721124450600084
No,Points,Letter,Low,more than 1,No,Medium,1,1,4,No,6.96082199991883
No,Air Miles,Postcard,Medium,more than 1,No,High,2,1,3,Yes,7.144801735465339
No,Cash Back,Letter,Medium,1,No,High,1,1,3,No,6.97424502025097
No,Points,Postcard,High,1,No,High,1,1,2,No,7.295226123718023
No,Points,Postcard,Medium,1,No,High,1,1,3,No,6.974712747107018
No,Points,Letter,High,more than 1,No,High,1,1,3,Yes,6.923382534867836
No,Cash Back,Letter,Medium,1,No,Medium,1,more than 1,4,No,6.877296071497429
No,Air Miles,Letter,Low,more than 1,No,Medium,2,1,3,No,6.925349587383089
No,Air Miles,Letter,High,1,Yes,Medium,1,1,5,No,7.109470882882726
No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,6.9558309022137
No,Air Miles,Postcard,High,more than 1,No,Medium,2,1,3,Yes,6.970260484333534
No,Points,Postcard,High,1,No,Low,1,1,4,Yes,6.52172508351258
No,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,7.015263486697422
No,Cash Back,Postcard,Medium,1,No,Low,1,1,4,Yes,7.208970365716502
No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,6.762440447817278
No,Points,Letter,Medium,more than 1,No,Medium,1,1,4,Yes,6.889845858438569
Yes,Points,Postcard,Low,1,No,Medium,more than 2,1,4,Yes,6.459904454377535
No,Cash Back,Postcard,Low,1,No,Medium,more than 2,1,4,Yes,6.922643891475888
No,Cash Back,Letter,Medium,1,Yes,Low,2,1,3,Yes,7.224571306158982
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,No,7.003292705691201
No,Cash Back,Postcard,High,1,Yes,Medium,1,more than 1,3,No,7.13747714565647
No,Cash Back,Letter,Medium,1,No,Medium,1,more than 1,4,No,6.934397209928558
No,Points,Letter,Low,1,No,Medium,1,1,3,No,6.428105272684596
No,Cash Back,Postcard,Medium,1,Yes,Low,more than 2,1,3,No,7.318373752331096
No,Air Miles,Postcard,Low,1,Yes,Medium,2,1,5,Yes,7.04009846596985
No,Cash Back,Letter,High,more than 1,No,Low,2,1,6,Yes,7.424314434595888
No,Cash Back,Postcard,High,more than 1,No,High,2,1,3,Yes,7.010763029056366
No,Points,Postcard,Low,1,Yes,High,1,1,3,Yes,6.950814768442584
No,Cash Back,Postcard,Low,1,No,Medium,2,1,4,Yes,6.919930854912271
No,Points,Postcard,Low,1,No,Medium,1,1,5,Yes,6.627379781712794
No,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,7.111104202968168
No,Air Miles,Postcard,Medium,1,No,Low,1,more than 1,4,No,6.468086849532474
No,Air Miles,Postcard,Medium,more than 1,Yes,High,1,more than 1,3,No,6.59338694126785
No,Air Miles,Postcard,High,more than 1,No,Low,2,1,3,Yes,7.051639149310715
No,Points,Letter,Low,1,No,Low,1,1,5,Yes,6.852506804751658
No,Points,Letter,Medium,1,No,High,1,1,6,No,7.133295954896068
No,Cash Back,Postcard,High,more than 1,No,Low,1,more than 1,4,No,6.905252148764019
No,Cash Back,Postcard,High,1,No,High,2,1,4,No,6.702267444156343
No,Cash Back,Letter,Medium,more than 1,No,Low,2,more than 1,3,Yes,6.996452733743424
No,Cash Back,Letter,High,1,No,High,2,1,5,Yes,6.565617020734297
No,Cash Back,Letter,Medium,more than 1,No,Low,1,more than 1,5,Yes,6.6123769998958855
No,Air Miles,Letter,Medium,1,No,High,1,1,5,Yes,6.925595197110468
No,Cash Back,Postcard,Medium,1,Yes,Medium,1,1,2,No,6.914482599731564
No,Cash Back,Letter,Low,more than 1,No,Medium,more than 2,1,5,No,6.630023537383524
No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,6.921658184151129
Yes,Air Miles,Postcard,High,more than 1,No,Low,more than 2,1,3,Yes,6.725633702190849
No,Cash Back,Postcard,High,1,No,High,1,1,3,No,6.976814814913632
No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,4,Yes,6.898714534329988
No,Cash Back,Letter,Medium,more than 1,No,Low,2,1,3,Yes,6.90600374594333
No,Air Miles,Postcard,Medium,more than 1,No,Low,1,1,4,Yes,6.934883946370389
No,Cash Back,Postcard,Medium,1,No,Medium,1,1,5,Yes,6.956545443151569
No,Air Miles,Letter,Low,1,No,Low,more than 2,1,5,Yes,7.22293091574284
No,Points,Postcard,Low,more than 1,No,High,2,1,5,Yes,6.605636158732587
No,Cash Back,Letter,High,more than 1,No,Low,2,1,4,Yes,7.039222041724443
No,Cash Back,Postcard,Low,1,Yes,Low,1,more than 1,2,No,6.950096119471662
No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,7.063690080602897
No,Air Miles,Letter,High,more than 1,Yes,Low,1,1,5,Yes,6.851449442771043
No,Cash Back,Postcard,High,1,No,Low,2,1,5,No,7.0486035875695165
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,Yes,6.999194339298919
No,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,6.591330737664702
No,Points,Letter,High,1,No,Medium,2,1,3,Yes,6.939980426276874
Yes,Air Miles,Postcard,High,1,No,Low,1,1,4,No,7.407469397993409
No,Cash Back,Letter,Medium,1,No,Medium,1,1,5,Yes,6.55250788703459
No,Points,Letter,Medium,more than 1,Yes,High,1,more than 1,5,Yes,6.762440447817278
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,6.905252148764019
No,Points,Letter,High,more than 1,No,High,2,1,3,Yes,6.929027414257677
No,Points,Letter,Medium,1,Yes,Medium,1,1,3,Yes,7.080867896690782
No,Air Miles,Postcard,High,1,No,Low,2,1,5,Yes,6.640529215097739
No,Cash Back,Letter,High,more than 1,No,High,more than 2,1,5,Yes,6.915723448631314
No,Points,Postcard,Medium,1,No,Low,more than 2,more than 1,4,Yes,6.892895416075113
No,Air Miles,Letter,Medium,1,No,Low,2,more than 1,4,No,6.864064590357404
No,Air Miles,Letter,Medium,more than 1,No,High,1,1,4,Yes,6.650602411565179
No,Cash Back,Postcard,High,more than 1,No,High,2,more than 1,5,Yes,7.515072202936889
No,Air Miles,Postcard,Medium,more than 1,No,High,more than 2,1,5,Yes,7.199304862960407
No,Cash Back,Postcard,High,more than 1,No,Medium,1,1,3,Yes,6.889082013716516
No,Cash Back,Postcard,Low,more than 1,No,High,2,1,3,Yes,6.996681488176539
No,Cash Back,Letter,High,1,No,High,more than 2,1,5,Yes,7.220190937775109
No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,7.040536390215956
No,Air Miles,Letter,Medium,more than 1,No,High,2,1,3,Yes,6.956069139260688
No,Cash Back,Postcard,Medium,1,No,High,more than 2,1,4,Yes,6.792344427470809
Yes,Air Miles,Postcard,High,1,No,High,2,1,5,No,6.92510391731675
No,Air Miles,Postcard,Medium,1,No,Low,1,1,2,No,6.912494033329311
No,Points,Postcard,Medium,1,No,Medium,more than 2,1,5,Yes,6.881924518947615
No,Points,Postcard,Low,1,No,Low,2,more than 1,4,Yes,6.81536582968879
No,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,6.558552349882105
No,Points,Postcard,Medium,1,No,Low,1,1,2,Yes,7.157930169347377
No,Air Miles,Postcard,High,1,No,High,more than 2,more than 1,3,Yes,6.932447891572509
No,Air Miles,Letter,Low,more than 1,Yes,Medium,2,1,3,No,6.988874330266929
Yes,Air Miles,Postcard,Low,1,No,High,2,1,4,Yes,6.893656354602635
No,Air Miles,Letter,Low,1,No,Medium,more than 2,1,3,No,6.378850541816241
No,Cash Back,Letter,Low,1,No,Medium,2,1,2,Yes,7.014814351275545
No,Points,Postcard,Medium,1,No,Low,more than 2,1,4,Yes,6.9726062513017535
No,Cash Back,Letter,High,1,No,High,more than 2,1,3,Yes,7.081708586105575
Yes,Air Miles,Postcard,High,1,No,High,2,1,3,No,7.042504679533751
Yes,Air Miles,Letter,Low,more than 1,No,High,2,1,5,Yes,7.093404625868766
No,Points,Postcard,Low,1,Yes,Medium,2,1,3,Yes,7.14775594736277
No,Air Miles,Letter,Medium,1,No,Low,1,more than 1,4,No,6.96979066990159
No,Points,Postcard,Medium,1,No,Medium,1,more than 1,5,Yes,6.536691597591305
No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,6.76935490924611
No,Cash Back,Postcard,Medium,1,No,High,more than 2,more than 1,3,Yes,6.822469684699777
No,Cash Back,Letter,High,1,No,Medium,1,1,3,Yes,6.989565654179703
No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,7.202847329608931
No,Points,Postcard,Medium,more than 1,Yes,Low,more than 2,1,3,Yes,7.0192966537150445
No,Cash Back,Letter,Low,1,No,Low,1,1,3,No,6.984253249954862
No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,6.886020786836131
No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,2,Yes,6.904499986261464
No,Points,Letter,High,1,No,Medium,2,1,5,Yes,6.9241206330684015
No,Cash Back,Letter,Medium,more than 1,No,Medium,1,1,4,Yes,7.091326055176523
No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,6.732806476517595
No,Cash Back,Postcard,Low,1,No,Low,more than 2,1,3,No,7.005789019253503
No,Points,Postcard,Low,1,No,High,2,1,4,No,7.067532954674527
No,Points,Letter,Medium,more than 1,No,Medium,1,1,4,Yes,6.678027599790912
No,Points,Postcard,Medium,1,No,High,1,1,4,No,7.198370545411359
No,Air Miles,Letter,Low,1,Yes,High,2,1,3,Yes,6.492239835020471
No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,7.122665025369243
No,Points,Postcard,High,more than 1,No,Low,1,1,3,No,6.595780513961311
No,Points,Letter,High,1,No,Low,more than 2,more than 1,2,Yes,7.036368346450113
No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,7.063476153978913
No,Air Miles,Letter,High,more than 1,No,Low,2,more than 1,3,No,7.020190708311925
No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,7.0779199055054605
No,Air Miles,Letter,High,1,No,Low,2,1,6,No,7.078552349924138
No,Air Miles,Letter,Medium,more than 1,No,Low,more than 2,1,6,No,6.995308175989998
No,Points,Letter,High,1,No,High,1,1,3,Yes,7.058543168104206
No,Points,Letter,Medium,1,No,High,more than 2,1,3,Yes,6.900730664045173
No,Points,Letter,Medium,more than 1,No,Medium,2,1,5,Yes,6.906754778648554
No,Air Miles,Postcard,High,more than 1,No,Medium,more than 2,1,3,No,6.645740953278934
No,Points,Letter,Low,1,No,Medium,1,1,4,Yes,6.740223807660818
No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,6.935127225777988
No,Air Miles,Letter,Medium,1,No,Low,more than 2,1,2,Yes,6.916467219584159
No,Cash Back,Letter,High,1,No,Low,2,more than 1,5,Yes,6.466922027036182
No,Air Miles,Letter,High,more than 1,No,Low,2,1,4,No,7.037247274214892
No,Points,Postcard,High,1,No,Medium,more than 2,1,2,Yes,7.079816040067031
No,Air Miles,Postcard,Low,1,No,Medium,more than 2,1,4,No,6.866672833880907
No,Air Miles,Postcard,High,more than 1,No,Low,2,more than 1,4,Yes,6.912742820493176
No,Air Miles,Postcard,Medium,1,No,Low,1,1,6,No,6.910002751522616
No,Cash Back,Letter,High,1,No,Medium,more than 2,1,3,Yes,6.684924178849973
No,Points,Letter,High,1,No,Medium,2,more than 1,4,Yes,6.974712747107018
No,Points,Postcard,High,1,No,High,more than 2,more than 1,1,No,7.068384924907105
No,Air Miles,Postcard,Medium,1,No,Medium,more than 2,1,3,Yes,6.764750584565133
No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,6.985410523547741
No,Cash Back,Letter,High,1,No,High,1,1,2,Yes,6.602587892189336
No,Air Miles,Postcard,Medium,1,Yes,High,2,more than 1,3,Yes,6.968850378341948
No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,6.966967138613983
No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,6.698268054115413
No,Points,Postcard,Medium,more than 1,No,Medium,more than 2,1,4,Yes,6.561737629517393
No,Air Miles,Letter,Medium,1,No,High,more than 2,more than 1,3,Yes,7.069448867980125
No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,6.927802974285915
No,Cash Back,Letter,High,1,No,Medium,1,more than 1,5,No,7.147362556327012
No,Points,Letter,Medium,1,No,Low,more than 2,1,2,Yes,6.6123769998958855
No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,6.948177193481053
No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,6.816735880594968
No,Points,Postcard,High,1,Yes,Medium,more than 2,more than 1,4,No,6.914234245079846
No,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,7.032624261028007
No,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,7.091326055176523
No,Points,Letter,Medium,1,No,High,2,more than 1,4,No,6.555356891810665
No,Air Miles,Letter,Medium,1,Yes,High,1,1,2,Yes,7.154615356913663
No,Air Miles,Letter,Medium,1,No,High,more than 2,1,1,Yes,7.114159506292049
No,Cash Back,Postcard,High,1,No,High,more than 2,1,5,Yes,6.880384082186005
No,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,6.992785528166713
No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,6.617402977974478
No,Points,Letter,Low,1,No,High,1,more than 1,5,Yes,6.878841268817495
No,Air Miles,Letter,Medium,1,No,Low,2,more than 1,5,Yes,6.929272122444386
No,Points,Letter,High,more than 1,No,High,2,1,5,Yes,6.789534647594706
No,Air Miles,Letter,Medium,1,Yes,High,2,1,5,No,6.866933284461882
Yes,Cash Back,Postcard,Low,1,No,Low,more than 2,more than 1,5,Yes,6.962006693814053
No,Points,Postcard,Medium,1,No,High,2,more than 1,5,Yes,6.715989263360183
No,Air Miles,Postcard,Medium,more than 1,No,High,2,1,5,Yes,6.852242569051878
No,Points,Letter,Medium,1,No,High,2,1,2,Yes,6.672032945461067
No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,6.820562067279759
No,Cash Back,Postcard,High,1,No,Low,1,more than 1,5,Yes,6.53451531816871
No,Points,Letter,Medium,1,No,High,2,1,3,Yes,6.497151993017849
No,Cash Back,Postcard,Low,1,No,Low,more than 2,1,4,Yes,7.096928310725193
No,Air Miles,Letter,Medium,more than 1,No,Low,more than 2,1,2,No,6.930983405101344
No,Air Miles,Letter,Medium,1,No,High,more than 2,1,4,No,7.117813590747692
No,Air Miles,Letter,Medium,1,No,Low,2,1,5,Yes,6.596121985707843
No,Points,Postcard,Low,1,No,Low,1,1,4,Yes,7.1766367219702
No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,Yes,6.4357496470657285
No,Cash Back,Postcard,High,more than 1,No,Low,1,1,4,Yes,6.919436783755975
No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,6.871869000417728
No,Points,Postcard,Medium,1,Yes,Low,2,more than 1,3,No,7.098788776378113
No,Points,Postcard,Medium,1,No,High,more than 2,1,5,Yes,6.783891291759751
No,Cash Back,Letter,High,more than 1,No,High,2,1,5,Yes,7.140453043101158
No,Cash Back,Postcard,Medium,1,No,High,2,more than 1,2,Yes,7.070086690899589
Yes,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,6.883462586413092
No,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,6.926086235666861
No,Cash Back,Postcard,Medium,more than 1,No,Low,2,1,4,No,6.7733663759434855
No,Points,Postcard,Medium,1,No,High,1,more than 1,3,Yes,7.020190708311925
No,Cash Back,Letter,Low,1,No,Low,more than 2,1,2,Yes,6.868754541632405
No,Cash Back,Postcard,High,1,No,Low,2,more than 1,2,Yes,6.911000009147026
No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,6.977980723871634
No,Cash Back,Letter,Low,1,No,Low,2,more than 1,5,No,6.551437414140218
No,Points,Postcard,Low,1,No,High,2,1,5,Yes,6.7733663759434855
No,Air Miles,Postcard,Medium,1,No,High,more than 2,1,3,Yes,7.17127272443462
No,Air Miles,Letter,Medium,more than 1,No,High,2,more than 1,3,No,6.890100343743416
No,Cash Back,Letter,Medium,more than 1,No,Medium,2,1,5,Yes,7.022868086082641
No,Air Miles,Letter,Medium,more than 1,Yes,Medium,more than 2,more than 1,1,Yes,6.708999415724757
No,Cash Back,Postcard,High,1,No,High,1,1,2,No,7.067746015291078
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,Yes,6.741995810487161
No,Points,Letter,Low,1,No,High,2,1,5,No,7.517249074544829
No,Cash Back,Postcard,Medium,more than 1,No,Low,more than 2,1,4,Yes,7.058543168104206
No,Cash Back,Postcard,Medium,more than 1,No,High,more than 2,1,3,Yes,7.174149872290662
No,Cash Back,Letter,Medium,more than 1,No,High,1,1,2,Yes,7.14401246944173
No,Cash Back,Letter,Medium,1,No,Low,2,1,4,No,6.714777141999654
No,Cash Back,Letter,High,more than 1,No,Low,2,1,3,Yes,7.232010331664759
No,Cash Back,Letter,High,more than 1,No,High,1,1,3,No,6.674876998571031
Yes,Points,Postcard,Medium,1,No,Medium,1,more than 1,4,No,7.090493415661308
No,Cash Back,Letter,Medium,1,Yes,High,2,1,4,No,6.9930151229329605
No,Points,Postcard,High,more than 1,No,Medium,2,1,5,No,6.5606769965737
No,Points,Postcard,Medium,1,No,High,2,more than 1,5,No,7.13528917859764
No,Points,Postcard,High,1,No,Low,2,1,4,Yes,7.189356399867916
No,Cash Back,Letter,High,1,No,High,2,1,3,No,6.8829501600631655
No,Air Miles,Postcard,High,1,No,High,1,1,2,No,6.872905001546391
No,Air Miles,Postcard,High,1,No,Medium,more than 2,1,3,No,6.923628628138427
No,Cash Back,Postcard,Medium,1,No,Medium,more than 2,1,3,Yes,6.5475025136955205
No,Air Miles,Letter,Medium,1,No,Medium,1,more than 1,4,No,7.140651121739025
No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,6.614390423394858
No,Points,Letter,Low,more than 1,No,Low,2,more than 1,4,Yes,7.214320438435419
No,Air Miles,Letter,High,1,Yes,Low,2,1,3,No,6.860401582598667
